recency,history,mens,womens,newbie,channel_Phone,channel_Web,zip_code_Surburban,zip_code_Urban,actual_treatment,actual_conversion,uplift_score,plain_response_score
11,29.99,1,0,0,False,True,False,True,1,0,0.0,0.0
6,226.48,1,0,0,False,True,False,False,0,0,0.0,0.0
9,79.91,0,1,1,True,False,False,False,1,0,0.0,0.0
1,837.05,0,1,1,True,False,True,False,1,0,0.18666666666666668,0.006666666666666667
1,1147.55,1,0,1,False,True,True,False,1,0,0.04,0.0
3,822.84,0,1,1,False,False,True,False,0,0,0.0,0.0
1,35.87,0,1,1,True,False,True,False,1,0,0.0,0.0
6,533.04,1,0,1,False,True,False,True,0,0,-0.0033333333333333335,0.0
11,204.34,0,1,1,False,True,True,False,0,0,0.0,0.0
9,35.49,1,0,1,True,False,False,True,1,0,0.03,0.006666666666666667
10,29.99,0,1,1,False,True,True,False,1,0,0.47712392997047187,0.4658954212465732
1,475.42,1,0,0,True,False,True,False,1,0,0.0,0.0
9,152.19,1,0,1,True,False,True,False,1,0,0.0033333333333333335,0.0
11,93.87,0,1,0,False,True,False,True,1,0,0.0033333333333333335,0.0033333333333333335
2,175.07,1,0,0,False,True,True,False,1,0,0.0,0.0
4,80.76,1,0,0,False,True,False,True,0,0,0.0033333333333333335,0.006666666666666667
11,29.99,1,0,1,False,True,True,False,0,0,0.0,0.0
2,297.81,0,1,0,False,True,False,True,1,0,0.0,0.0
2,108.4,1,0,0,False,True,False,True,0,0,0.0,0.0
9,74.07,0,1,0,False,True,True,False,1,0,0.0,0.0
2,129.69,0,1,1,False,True,False,True,1,0,0.04666666666666667,0.016666666666666666
2,213.67,1,0,0,True,False,False,True,1,0,0.0,0.0033333333333333335
1,398.95,1,0,1,False,True,False,True,0,0,-0.006666666666666667,0.0033333333333333335
4,324.42,1,1,1,False,True,True,False,1,0,0.01,0.006666666666666667
2,48.46,0,1,0,False,True,False,True,0,0,0.0,0.0
5,29.99,1,0,0,False,True,False,True,1,0,0.0,0.0
9,216.56,1,0,0,True,False,True,False,1,0,0.0,0.0
1,223.64,1,1,0,False,False,True,False,1,0,-0.01,0.006666666666666667
7,239.2,1,0,0,True,False,False,True,1,0,0.0,0.0
9,370.94,1,1,0,False,False,False,True,1,0,0.03,0.01
3,29.99,1,0,1,True,False,False,False,1,0,0.6069536994699,0.5922169960714381
10,30.13,1,0,1,True,False,False,True,1,0,0.0,0.0
1,111.52,1,0,0,True,False,True,False,1,0,0.0,0.0
5,29.99,1,0,0,True,False,False,False,1,0,0.0,0.0
11,226.2,0,1,1,True,False,False,True,1,0,0.0,0.0
3,89.19,0,1,1,True,False,False,True,1,0,-0.006666666666666667,0.0
2,237.56,1,0,0,True,False,False,True,1,0,0.0,0.0
4,527.91,0,1,1,False,False,False,False,1,0,0.02333333333333333,0.006666666666666667
11,107.26,1,0,1,False,True,False,False,1,0,0.0033333333333333335,0.0
2,515.1,1,1,1,False,False,False,True,1,0,-0.0033333333333333335,0.0
2,539.79,1,0,1,True,False,True,False,1,0,0.0,0.0
5,95.0,0,1,1,False,True,False,True,0,0,0.0,0.0
4,837.13,0,1,1,False,False,False,True,1,0,0.0,0.0
6,641.12,1,0,1,False,True,False,True,1,0,0.0,0.0
2,654.9,0,1,1,True,False,False,True,1,0,0.0,0.0
2,124.86,0,1,0,True,False,False,True,1,0,-0.023333333333333334,0.0
10,76.63,0,1,1,False,True,False,True,0,0,0.0,0.0
1,441.95,0,1,0,False,False,False,True,1,0,0.0,0.0
6,63.16,1,0,0,False,True,True,False,1,0,0.0,0.0
7,212.2,1,0,1,False,False,False,True,1,0,0.0033333333333333335,0.0
4,167.0,0,1,0,True,False,False,True,0,0,0.0,0.0
2,53.68,1,0,0,False,True,True,False,1,0,0.0033333333333333335,0.0
3,41.73,1,0,0,True,False,False,False,1,0,0.0,0.0
6,302.37,0,1,0,True,False,False,True,0,0,0.0033333333333333335,0.0033333333333333335
10,29.99,1,0,1,False,True,False,False,1,0,0.0,0.0
10,251.62,1,0,0,False,True,False,True,1,0,0.0,0.0
10,83.72,1,0,0,True,False,True,False,1,0,-0.0033333333333333335,0.0
6,164.33,0,1,0,True,False,True,False,1,0,0.0,0.0
9,386.59,0,1,1,True,False,False,False,0,0,0.0,0.0
5,419.22,1,1,0,False,True,False,True,1,0,-0.0033333333333333335,0.0
4,752.92,0,1,1,False,False,False,True,1,0,0.0,0.0
1,29.99,0,1,1,False,True,False,True,0,0,0.0,0.0
10,154.66,0,1,0,False,True,False,True,1,0,0.0,0.0
9,81.17,0,1,1,False,True,False,True,1,0,0.0,0.0
1,75.08,0,1,1,False,True,True,False,1,0,0.01,0.0
5,29.99,1,0,0,True,False,False,True,1,0,0.0,0.0
9,151.97,0,1,1,False,True,False,True,1,0,0.0,0.0
12,37.05,1,0,1,True,False,False,True,1,0,0.0,0.0
10,118.5,1,0,0,False,True,True,False,1,0,0.0,0.0
9,29.99,1,0,1,False,True,True,False,1,0,0.0,0.0
6,281.54,1,0,1,True,False,True,False,1,0,-0.056666666666666664,0.02
1,336.72,0,1,0,True,False,False,True,1,0,0.013333333333333334,0.006666666666666667
10,203.15,0,1,0,True,False,False,True,1,0,0.0,0.0
6,1099.34,1,0,1,True,False,False,True,0,0,-0.016666666666666666,0.0
7,228.15,0,1,1,True,False,False,True,1,0,0.0,0.0
9,68.77,0,1,1,True,False,True,False,1,0,0.0033333333333333335,0.0
9,87.38,1,0,1,True,False,True,False,1,0,0.0,0.0
9,155.85,1,0,0,True,False,False,False,1,0,0.0033333333333333335,0.0
4,204.95,1,0,0,False,True,False,True,1,0,0.0,0.0
2,112.62,0,1,0,False,True,False,True,1,0,0.0,0.0
10,265.32,1,1,1,True,False,False,True,1,0,0.0,0.0
3,76.33,0,1,1,False,True,False,True,0,0,-0.01,0.0
10,334.55,0,1,0,False,True,False,False,1,0,0.0,0.0
4,29.99,0,1,1,True,False,False,False,1,0,0.0032841980870129237,0.0
12,350.05,0,1,0,False,True,False,True,1,0,0.0,0.0
1,146.15,0,1,0,True,False,False,True,0,0,0.0,0.0
7,469.57,1,0,1,False,False,False,True,1,0,0.0,0.0
5,39.02,0,1,0,True,False,True,False,0,0,0.0,0.0
6,178.1,1,0,1,False,True,True,False,0,0,0.0033333333333333335,0.0
6,65.97,1,0,0,False,True,True,False,1,0,0.0,0.0
5,384.17,0,1,0,True,False,True,False,1,0,0.0033333333333333335,0.0
4,112.79,1,0,1,True,False,False,True,1,0,0.0,0.0
11,263.26,0,1,1,True,False,True,False,1,0,0.0,0.0
9,29.99,0,1,1,True,False,False,True,0,0,0.0,0.0
1,235.63,1,1,0,True,False,False,True,1,0,0.043333333333333335,0.013333333333333334
3,183.71,0,1,0,False,True,False,True,1,0,0.0,0.0
9,159.4,0,1,0,True,False,True,False,0,0,0.0033333333333333335,0.0
12,81.61,1,0,1,True,False,True,False,0,0,-0.03,0.0
2,175.9,0,1,1,True,False,False,True,1,0,0.0,0.0
1,115.53,0,1,1,True,False,False,True,1,0,0.0,0.0
5,298.01,0,1,1,True,False,False,True,1,0,0.0,0.0
1,31.4,1,0,1,True,False,True,False,0,0,0.0,0.0
10,132.44,0,1,1,False,True,True,False,0,0,0.0,0.0
1,1114.35,1,0,1,True,False,True,False,1,0,-0.34,0.05
10,107.18,1,0,1,False,True,True,False,0,0,0.01,0.006666666666666667
6,200.48,1,1,0,False,False,True,False,1,0,-0.0033333333333333335,0.0
4,294.11,1,0,0,False,True,False,True,1,0,0.0033333333333333335,0.0
9,314.56,1,0,0,False,True,False,True,1,0,0.0,0.0
8,459.36,1,0,0,False,False,False,True,1,0,0.016666666666666666,0.0
6,183.31,0,1,0,False,True,False,True,1,0,0.0,0.0
4,50.31,0,1,0,False,True,False,True,0,0,0.0033333333333333335,0.0033333333333333335
7,29.99,1,0,0,True,False,False,True,0,0,0.0,0.0
5,159.93,1,0,0,False,True,False,True,0,0,0.0,0.0033333333333333335
3,75.97,0,1,0,True,False,False,False,0,0,0.02,0.01
2,29.99,1,0,1,True,False,True,False,1,0,0.0,0.0
11,117.37,0,1,1,True,False,True,False,1,0,0.0,0.0
9,312.77,1,0,0,True,False,False,False,1,0,0.0,0.0
3,527.18,0,1,1,False,False,False,True,1,0,0.0033333333333333335,0.0033333333333333335
5,46.25,1,0,1,True,False,False,True,1,0,0.0,0.0
1,227.93,1,0,1,True,False,False,True,1,0,0.0,0.0
6,507.25,0,1,1,True,False,False,True,1,0,0.0,0.0
2,62.85,0,1,1,False,True,False,True,1,0,0.0,0.0
5,68.48,0,1,0,False,True,False,True,0,0,0.0,0.0
1,1657.03,1,1,1,False,False,True,False,1,0,0.13333333333333333,0.03
10,64.67,0,1,1,True,False,False,False,1,0,-0.0033333333333333335,0.0
6,75.55,1,0,1,True,False,False,False,1,0,0.0,0.0
9,250.47,0,1,1,True,False,True,False,1,0,0.0,0.0
10,29.99,0,1,0,False,True,False,True,1,0,0.0,0.0
4,136.33,1,0,1,True,False,True,False,1,0,0.0,0.0
9,29.99,0,1,1,False,True,False,True,1,0,0.7236512984278839,0.7285013863010251
1,1521.37,0,1,1,False,True,False,True,1,0,0.37,0.12333333333333334
10,401.04,0,1,0,False,False,True,False,1,0,0.0033333333333333335,0.0033333333333333335
1,54.2,0,1,1,False,True,False,True,1,0,0.0,0.0
9,154.58,0,1,0,False,True,True,False,1,0,0.0,0.0
2,164.49,0,1,1,True,False,False,True,1,0,0.0033333333333333335,0.0
1,61.71,0,1,0,True,False,False,False,1,0,0.0,0.0033333333333333335
3,132.78,1,0,0,False,True,True,False,1,0,0.0,0.0
8,29.99,0,1,1,False,True,False,False,1,0,0.0,0.0
3,270.73,1,0,1,False,False,True,False,0,0,-0.0033333333333333335,0.0
3,80.92,1,0,0,True,False,True,False,1,0,0.0,0.0
12,324.32,1,0,0,False,True,False,True,1,0,0.0,0.0
9,109.04,1,0,1,False,True,False,False,1,1,0.0033333333333333335,0.0
1,93.3,1,0,0,True,False,True,False,0,0,0.0,0.0
3,138.39,0,1,0,True,False,False,False,0,0,0.0,0.01
7,206.23,0,1,0,True,False,True,False,1,0,-0.03,0.0
5,32.15,0,1,1,False,True,True,False,1,0,0.0,0.0
9,184.89,0,1,0,False,True,False,True,0,0,0.0033333333333333335,0.0
10,29.99,0,1,0,False,True,False,True,0,0,0.0,0.0
11,233.74,1,0,1,False,True,True,False,1,0,0.0,0.0
4,127.75,1,0,1,False,True,True,False,1,0,0.0,0.0
2,369.39,1,1,0,False,False,True,False,1,0,-0.02666666666666667,0.0
9,675.83,1,0,1,False,True,False,False,1,0,0.016666666666666666,0.01
4,1172.96,0,1,1,True,False,True,False,1,0,0.013333333333333334,0.01
1,109.31,1,0,1,False,True,False,True,1,0,0.0,0.0
9,39.7,1,0,0,False,True,True,False,1,0,0.0,0.0
11,292.77,1,0,1,True,False,False,True,1,0,0.0,0.0
2,95.29,1,0,1,True,False,False,True,1,0,0.0,0.0
5,631.35,1,0,1,False,False,True,False,1,0,0.04666666666666667,0.02
1,442.59,1,1,0,False,False,True,False,1,0,-0.02,0.0
8,413.69,1,1,0,True,False,True,False,1,0,0.02,0.0
1,470.79,1,0,0,False,False,True,False,1,0,0.0,0.0
3,92.07,1,0,0,True,False,True,False,0,0,0.0,0.0
3,190.39,0,1,0,True,False,True,False,1,0,0.0,0.0
10,286.34,1,0,1,True,False,False,True,1,0,0.0,0.0
5,190.41,0,1,1,False,True,True,False,1,0,0.0,0.0
11,211.7,1,0,1,False,False,False,True,1,0,0.0033333333333333335,0.0
1,1068.6,1,0,1,False,False,True,False,1,0,-0.02,0.0
5,29.99,1,0,0,False,True,True,False,1,0,0.0,0.0
10,75.49,1,0,1,True,False,False,True,0,0,0.0,0.0
10,29.99,1,0,1,True,False,False,True,1,0,0.0,0.0
6,61.52,0,1,0,False,True,True,False,1,0,0.0,0.0
9,63.27,1,0,1,False,True,True,False,1,0,0.0,0.0
11,114.45,0,1,0,True,False,False,True,0,0,0.0,0.0
4,365.0,0,1,0,True,False,False,True,0,0,-0.02,0.05333333333333334
1,29.99,1,0,0,False,True,True,False,1,0,0.0,0.0
10,84.35,0,1,0,True,False,False,False,1,0,0.0,0.0
11,29.99,0,1,0,True,False,True,False,1,0,0.0,0.0
1,53.57,0,1,0,True,False,True,False,0,0,0.0,0.0
11,29.99,1,0,1,False,True,True,False,0,0,0.0,0.0
7,849.8,1,0,1,True,False,False,True,1,0,0.013333333333333334,0.0033333333333333335
2,250.65,1,0,0,False,False,False,True,1,0,0.0,0.0
12,310.52,1,0,0,True,False,False,True,1,0,-0.0033333333333333335,0.0
8,183.18,1,0,0,True,False,False,False,0,0,0.0,0.0033333333333333335
10,91.08,0,1,0,True,False,True,False,1,0,0.0,0.0
6,392.3,0,1,0,True,False,True,False,1,0,0.01,0.0
12,170.64,1,0,0,False,True,True,False,0,0,0.0033333333333333335,0.0
10,404.79,1,0,0,False,True,True,False,0,0,0.0,0.0
12,161.54,1,0,1,False,True,True,False,1,0,0.0,0.0
9,233.51,0,1,0,True,False,True,False,0,0,-0.0033333333333333335,0.016666666666666666
9,146.25,1,0,0,True,False,False,False,1,0,-0.0033333333333333335,0.0
2,197.35,0,1,1,True,False,True,False,1,0,0.0,0.0
4,29.99,1,0,0,False,True,True,False,1,0,0.0,0.0
9,200.16,0,1,1,False,False,False,False,1,0,0.006666666666666667,0.0
7,126.42,0,1,0,False,True,True,False,0,0,0.0,0.0
6,647.33,1,1,1,True,False,False,True,1,0,0.0,0.0
3,157.88,1,0,0,False,True,False,True,1,0,0.0033333333333333335,0.0
4,34.1,1,0,0,False,True,False,False,1,0,0.0,0.0
3,461.85,1,0,1,True,False,True,False,1,0,0.0,0.0
10,29.99,1,0,0,False,True,False,True,1,0,-0.5974706580182358,0.46334610640287216
10,29.99,0,1,0,False,True,True,False,1,0,-0.5485298910789171,0.48495953747616805
3,370.97,0,1,0,False,False,True,False,1,0,-0.3333333333333333,0.3566666666666667
10,323.4,1,0,0,False,False,False,True,0,0,0.006666666666666667,0.0033333333333333335
1,186.68,1,0,0,True,False,False,False,0,0,0.01,0.0
7,108.17,1,0,0,True,False,True,False,1,0,0.0,0.0
6,29.99,1,0,0,False,True,True,False,1,0,0.0,0.0
7,29.99,1,0,1,False,True,True,False,1,0,0.0,0.0
8,29.99,0,1,1,True,False,True,False,1,0,0.0,0.0
1,1137.0,1,1,1,True,False,False,True,1,0,0.006666666666666667,0.0
9,236.93,1,1,0,True,False,False,True,1,0,0.0,0.0
4,58.43,0,1,1,False,True,False,True,0,0,0.13,0.10666666666666667
10,1141.26,0,1,1,False,False,False,False,1,0,0.0,0.0
1,199.6,0,1,0,True,False,True,False,1,0,-0.006666666666666667,0.0
6,136.6,0,1,0,True,False,True,False,1,0,0.0,0.0
1,169.98,0,1,0,True,False,False,True,0,0,0.0033333333333333335,0.0
5,193.07,0,1,1,True,False,True,False,1,0,0.0,0.0
4,86.37,0,1,0,True,False,True,False,1,0,0.0,0.0
6,326.46,1,1,0,False,True,False,False,1,0,0.0033333333333333335,0.01
12,332.23,1,1,0,False,True,True,False,1,0,0.0,0.0
7,460.36,0,1,1,False,True,True,False,1,0,0.0,0.0
2,292.92,0,1,0,True,False,False,False,1,0,0.0,0.0
4,238.94,1,0,1,False,True,False,True,1,0,0.0,0.0
3,454.07,0,1,0,False,True,False,True,1,0,-0.02,0.016666666666666666
3,947.57,1,0,1,False,True,False,True,1,0,0.0,0.01
7,103.99,1,0,0,True,False,True,False,1,0,0.0,0.0
1,152.55,1,0,0,False,True,True,False,1,0,0.0,0.0
10,144.44,0,1,1,False,True,True,False,1,0,0.0,0.0
2,831.71,1,0,1,True,False,False,True,1,0,0.0,0.0
1,37.97,1,0,0,False,True,True,False,0,0,0.0,0.0
1,260.93,0,1,1,False,True,True,False,1,0,0.0,0.0
12,246.35,0,1,0,False,True,False,False,0,0,0.0,0.0
10,274.06,1,0,0,False,False,False,False,1,0,0.006666666666666667,0.0033333333333333335
11,448.02,0,1,0,False,True,False,True,1,0,0.0,0.0
5,125.92,0,1,0,True,False,False,True,1,0,0.02666666666666667,0.0
2,410.28,1,0,0,True,False,False,False,1,0,-0.06666666666666667,0.023333333333333334
1,316.75,1,0,1,True,False,True,False,1,0,0.02,0.02
5,569.52,0,1,1,True,False,False,True,1,0,0.0,0.0
2,261.04,1,0,1,False,False,False,False,1,0,0.013333333333333332,0.0
3,29.99,1,0,1,True,False,False,True,1,0,0.0,0.0
4,29.99,1,0,0,False,True,False,True,1,0,0.818285363466796,0.8179273423504615
7,297.6,1,0,0,False,True,True,False,0,0,-0.0033333333333333335,0.0
9,649.38,0,1,1,True,False,True,False,1,0,0.0,0.0
2,214.95,0,1,1,False,True,False,False,1,0,0.0,0.0
10,124.08,0,1,0,True,False,False,True,1,0,0.0,0.0
2,387.48,0,1,0,False,True,False,True,1,0,-0.0033333333333333335,0.0
6,134.61,1,0,0,True,False,False,False,0,0,-0.07,0.03333333333333333
1,817.06,1,1,1,False,True,True,False,1,0,0.0,0.0
2,157.8,0,1,0,True,False,True,False,1,0,0.07333333333333333,0.016666666666666666
3,224.35,1,0,0,False,True,False,True,0,0,0.0,0.0
10,65.57,1,0,0,False,True,False,False,1,0,0.023333333333333334,0.0033333333333333335
12,38.27,1,0,0,False,True,False,True,0,0,0.111870469103087,0.07518586261476334
11,154.05,1,0,1,False,True,False,False,1,0,0.0,0.0
11,221.44,0,1,0,False,True,True,False,1,0,0.0033333333333333335,0.0
7,130.36,0,1,0,True,False,True,False,1,0,0.0,0.0
8,29.99,0,1,0,False,True,False,False,1,0,-0.0031607321698736393,0.0
11,73.76,1,0,0,False,True,True,False,1,0,0.0,0.0
3,29.99,0,1,1,True,False,False,True,1,0,0.0,0.0
1,461.44,1,0,0,True,False,True,False,1,0,0.006666666666666667,0.006666666666666667
5,120.19,1,0,0,True,False,False,True,0,0,0.0,0.0
9,53.05,0,1,0,True,False,True,False,1,0,0.0,0.0
12,124.11,0,1,1,False,True,False,True,1,0,0.0,0.0
10,771.5,1,0,1,False,False,False,False,0,0,0.013333333333333334,0.0033333333333333335
1,812.14,1,1,1,False,False,True,False,0,0,0.0,0.0
3,200.98,0,1,0,False,True,True,False,0,0,0.08333333333333333,0.11666666666666667
8,117.86,1,0,0,True,False,False,True,1,0,0.0,0.0
1,29.99,1,0,0,False,True,False,False,0,0,0.0,0.0
5,184.36,1,0,0,True,False,True,False,1,0,0.023333333333333334,0.006666666666666667
8,78.15,0,1,0,False,True,True,False,1,0,0.0,0.0
9,52.25,0,1,1,False,True,False,True,1,0,0.13666666666666666,0.18333333333333332
7,184.02,1,0,0,False,True,False,True,0,0,-0.0033333333333333335,0.0
7,45.0,0,1,0,False,True,True,False,1,0,0.0,0.0
4,949.12,1,1,1,False,True,True,False,1,0,0.0,0.0
2,81.03,0,1,1,True,False,False,True,1,0,0.0,0.0
3,107.41,1,0,1,False,True,True,False,0,0,0.0,0.0
10,506.48,0,1,1,True,False,True,False,1,0,0.0,0.0
8,39.74,1,0,1,True,False,True,False,0,0,0.013333333333333334,0.006666666666666667
4,59.25,0,1,0,False,True,False,True,1,0,0.5,0.48
9,29.99,0,1,0,True,False,True,False,1,0,0.0,0.0
1,50.82,1,0,1,True,False,False,True,1,0,0.01,0.0
11,29.99,0,1,1,True,False,False,False,1,0,0.0,0.0
10,448.42,1,0,0,True,False,True,False,1,0,0.0,0.0
5,131.58,0,1,1,True,False,False,True,0,0,0.0,0.0
11,260.92,1,0,0,True,False,False,False,0,0,0.0,0.0
8,804.46,1,0,1,False,False,False,True,1,0,0.03666666666666667,0.03
1,382.23,1,0,1,True,False,True,False,0,0,0.0,0.0
11,311.47,1,0,0,False,True,False,True,1,0,0.0,0.0
9,661.09,0,1,1,True,False,True,False,1,0,0.0,0.0
8,29.99,1,0,1,False,True,False,True,1,0,0.0,0.0
2,29.99,0,1,1,False,True,True,False,0,0,0.0,0.0
7,172.21,0,1,1,False,True,True,False,1,0,0.03,0.0033333333333333335
8,712.12,1,1,1,False,True,False,True,1,0,0.0,0.0
2,188.03,1,0,1,True,False,False,True,0,0,0.0,0.0
3,189.48,1,0,0,True,False,False,True,1,0,0.06333333333333334,0.043333333333333335
5,344.68,1,0,0,True,False,True,False,1,0,0.0,0.0
10,118.88,0,1,1,True,False,False,True,1,0,-0.0033333333333333335,0.0
9,29.99,1,0,0,False,True,True,False,1,0,0.0,0.0
10,365.95,1,0,1,False,True,False,True,1,0,0.0,0.0
1,344.58,0,1,0,True,False,False,False,0,0,0.0,0.0
10,95.1,1,0,1,False,True,True,False,1,0,0.0,0.0
2,503.9,1,1,1,False,False,False,True,1,1,0.0,0.0
5,724.57,0,1,1,False,False,True,False,0,0,0.0,0.0
1,66.8,0,1,1,False,True,True,False,1,0,0.0,0.0
5,136.11,1,0,0,True,False,False,True,1,0,0.0033333333333333335,0.0
12,178.4,0,1,0,True,False,False,False,1,0,0.0,0.0
7,67.71,0,1,0,False,True,True,False,1,0,0.0,0.0
1,82.17,1,0,1,False,True,False,True,0,0,0.0,0.0
5,411.36,1,0,0,False,False,True,False,1,0,0.0,0.0
1,291.44,1,0,0,True,False,True,False,0,0,0.0,0.0
2,93.13,1,0,0,True,False,False,True,1,0,0.0,0.0
4,407.04,0,1,1,False,False,False,True,1,0,0.01,0.0033333333333333335
9,216.21,0,1,0,False,True,False,False,1,0,0.0,0.0
7,259.23,1,0,0,True,False,True,False,1,0,0.0,0.0
11,89.77,0,1,1,False,True,False,False,1,0,0.0,0.0
5,98.92,1,0,1,True,False,False,True,0,0,0.0,0.0
1,171.39,1,0,0,True,False,True,False,0,0,0.0033333333333333335,0.0
9,104.08,1,0,1,True,False,False,True,1,0,0.0,0.0
2,1156.08,1,0,1,False,False,False,True,1,0,0.0033333333333333335,0.0
5,281.66,0,1,1,False,True,False,True,0,0,0.0,0.0
10,103.67,1,0,1,True,False,False,False,0,0,0.0,0.0
7,84.85,0,1,0,True,False,False,True,1,0,-0.006666666666666667,0.0
3,77.3,0,1,1,True,False,False,True,1,0,0.0,0.0
4,56.78,1,0,1,False,True,False,True,1,0,0.0033333333333333335,0.0
11,197.81,0,1,1,True,False,False,True,1,0,0.0,0.0033333333333333335
7,195.8,1,0,0,True,False,False,True,1,0,-0.0033333333333333335,0.0033333333333333335
10,121.83,0,1,1,True,False,False,True,0,0,0.0,0.0
10,762.06,1,1,1,True,False,False,True,1,0,-0.0033333333333333335,0.0
1,66.2,0,1,1,True,False,False,True,1,0,0.0,0.0
9,29.99,0,1,0,True,False,False,False,1,0,0.0,0.0
10,29.99,1,0,1,False,True,False,True,0,0,0.0,0.0
1,114.78,1,0,0,False,True,True,False,1,0,0.0,0.0
9,29.99,1,0,1,True,False,False,True,1,0,0.0,0.0
9,283.99,1,1,1,False,True,True,False,1,0,0.0,0.0
2,31.24,0,1,0,False,True,False,True,0,0,0.0,0.0
4,47.63,1,0,1,True,False,True,False,1,0,0.0,0.0
11,72.99,1,0,0,True,False,True,False,1,0,0.0,0.0
1,29.99,0,1,1,True,False,True,False,1,0,0.0,0.0
6,208.71,0,1,0,True,False,False,False,1,0,0.0,0.0
8,85.49,0,1,0,True,False,True,False,1,0,0.0,0.0
10,93.46,0,1,1,False,True,True,False,1,0,0.0033333333333333335,0.0
2,119.13,0,1,1,False,True,False,False,1,0,-0.0033333333333333335,0.0
10,159.16,1,0,1,True,False,False,True,1,0,0.0,0.0
5,135.48,1,0,1,False,True,True,False,1,0,0.0033333333333333335,0.0
6,205.09,0,1,1,False,False,True,False,1,0,0.0,0.0
11,193.72,1,0,1,True,False,False,True,0,0,0.0,0.0
5,358.77,1,0,0,False,False,True,False,1,0,0.01,0.01
3,139.52,1,0,0,False,True,True,False,1,0,0.0,0.0
1,254.86,1,0,0,False,True,True,False,1,0,0.023333333333333334,0.006666666666666667
2,391.86,1,0,0,True,False,True,False,1,0,0.0,0.0
2,253.11,0,1,0,True,False,False,True,0,1,0.0,0.0
1,71.57,0,1,1,True,False,True,False,0,0,0.01,0.0
1,374.54,1,1,0,False,True,False,True,1,0,0.0,0.0
4,155.41,1,0,0,True,False,True,False,1,0,0.0,0.0
4,92.12,1,0,1,False,True,True,False,0,0,0.0,0.0
11,415.93,1,0,0,False,False,True,False,0,0,0.0,0.0
4,56.78,0,1,1,True,False,True,False,0,0,-0.01,0.0
5,147.39,0,1,0,False,True,True,False,1,0,0.0,0.0
10,100.16,0,1,0,False,True,True,False,0,0,0.0,0.0
9,29.99,1,0,1,True,False,False,False,1,0,0.0,0.0
1,178.55,0,1,0,True,False,True,False,1,0,-0.023333333333333334,0.0
2,1023.46,1,1,1,False,False,False,True,1,0,-0.0033333333333333335,0.0033333333333333335
6,29.99,0,1,1,True,False,True,False,1,0,0.0,0.0
1,200.87,1,0,1,True,False,True,False,1,0,0.0,0.0
7,319.82,0,1,0,True,False,True,False,0,0,0.006666666666666667,0.0
10,81.64,0,1,0,True,False,False,True,1,0,0.0,0.0
6,29.99,1,0,1,True,False,False,True,1,0,0.0,0.0
7,60.73,0,1,0,False,True,True,False,1,0,0.0,0.0
10,184.01,0,1,1,True,False,False,False,1,0,0.0,0.0
4,137.25,0,1,0,False,True,False,True,0,0,-0.013333333333333334,0.0
1,30.31,0,1,1,True,False,False,True,0,0,0.0,0.0
1,158.94,1,0,0,False,True,False,False,1,0,0.0,0.0
1,125.29,1,0,1,True,False,True,False,1,1,0.0,0.0
10,63.07,0,1,1,False,True,False,True,0,0,0.0,0.0
3,67.46,1,0,1,False,True,False,True,1,0,0.0,0.0
5,1723.89,1,0,1,False,False,False,True,1,0,-0.05333333333333333,0.02666666666666667
6,1264.13,0,1,1,False,False,True,False,1,0,-0.0033333333333333335,0.0
12,49.94,1,0,1,False,True,False,True,1,0,0.0,0.0
12,189.48,0,1,0,True,False,False,True,0,0,0.0,0.0
6,136.26,1,0,0,True,False,False,False,0,0,-0.07,0.03
1,146.95,0,1,1,True,False,False,False,1,0,0.0,0.0
11,29.99,1,0,1,True,False,False,True,0,0,0.0,0.0
9,61.03,1,0,1,False,True,False,True,1,0,0.0,0.0
4,137.06,1,0,1,True,False,True,False,1,0,0.0,0.0
5,193.52,1,0,0,True,False,False,True,0,0,0.0,0.0
12,59.26,1,0,0,True,False,True,False,0,0,0.0,0.0
1,801.6,1,1,1,False,True,True,False,1,0,0.0,0.0
2,516.52,0,1,1,True,False,True,False,1,0,0.0,0.0
11,30.7,1,0,0,False,True,True,False,1,0,0.11499474806265146,0.09645075542472589
6,420.91,1,0,0,False,False,False,True,0,0,0.0,0.0
3,469.85,0,1,1,False,False,False,False,1,0,0.013333333333333334,0.0
1,209.95,1,0,1,False,False,False,True,1,0,0.0,0.0
9,386.32,1,0,0,False,False,True,False,1,0,0.006666666666666667,0.0
11,331.8,0,1,0,True,False,True,False,0,0,0.0,0.0
11,264.57,1,0,0,True,False,False,True,1,0,0.0,0.0
10,357.81,1,0,0,True,False,True,False,1,0,-0.006666666666666667,0.0033333333333333335
11,248.44,1,0,1,False,False,True,False,0,0,0.013333333333333334,0.016666666666666666
1,148.69,1,0,0,True,False,False,False,1,0,-0.023333333333333334,0.0033333333333333335
2,53.45,1,0,0,True,False,False,True,1,0,0.043333333333333335,0.03333333333333333
12,117.22,0,1,1,True,False,True,False,1,0,0.0,0.0
5,29.99,1,0,0,False,True,True,False,1,0,0.0,0.0
9,74.9,1,0,1,False,True,True,False,0,0,0.0,0.0
1,202.57,0,1,0,False,False,True,False,0,0,0.4066666666666667,0.43333333333333335
2,582.83,0,1,1,False,True,False,True,0,0,0.5133333333333333,0.18333333333333332
3,59.46,0,1,0,True,False,True,False,1,0,0.0,0.0
7,185.32,1,0,0,False,True,True,False,1,0,-0.0033333333333333335,0.0
1,340.81,0,1,0,True,False,False,True,1,0,0.0,0.0
